incident_id,disaster_type,incident_type,people_affected,people_trapped,injured_people,missing_people,children_affected,elderly_affected,water_level_m,flooded_area_percent,road_status,house_damage,evacuation_route_available,power_available,communication_available,medical_required,medical_severity,ambulance_required,latitude,longitude,nearest_hospital_km,nearest_shelter_km,nearest_rescue_team_km,population_density,priority
UKD-002079,Landslide,Damaged House,13,5,0,1,1,0,0.63,12.67,Partially Blocked,Moderate,0,1,0,0,None,0,29.312924,79.486298,8.91,4.95,4.38,472,P2
UKD-003451,Earthquake,Infrastructure Damage,93,29,3,5,12,3,0.13,2.69,Partially Blocked,Moderate,1,0,0,1,Moderate,1,30.707613,78.569101,14.38,20.0,5.04,109,P2
UKD-005912,Landslide,Damaged House,4,0,0,0,0,0,0.09,2.79,Open,Minor,1,0,1,0,None,0,29.580883,79.534774,11.94,7.87,5.34,350,P3
UKD-002952,Earthquake,Trapped People,44,34,5,5,4,3,0.14,1.79,Open,Severe,0,0,0,1,Critical,1,28.946341,79.549142,5.67,1.29,9.08,2181,P2
UKD-000437,Landslide,Damaged House,108,65,6,3,8,7,0.8,17.59,Blocked,Severe,0,1,1,1,Critical,1,30.468544,79.275764,26.01,5.35,24.52,132,P1
UKD-002887,Landslide,Infrastructure Damage,75,29,2,2,6,1,0.64,13.64,Partially Blocked,Moderate,0,1,0,1,Moderate,1,28.857298,79.426486,4.64,3.15,5.53,3498,P2
UKD-003886,Flood,Flooded Road,3,0,0,0,1,0,1.33,30.23,Partially Blocked,None,1,1,1,0,None,0,29.286832,79.568542,10.39,2.06,18.4,534,P2
UKD-001589,Cloudburst,Trapped People,72,52,3,5,11,7,3.46,69.56,Partially Blocked,Moderate,0,0,0,1,Moderate,1,29.439866,79.593258,6.12,4.46,2.7,443,P1
UKD-004418,Flood,Flooded Road,99,19,3,2,12,11,2.45,44.17,Open,Moderate,0,0,0,1,Critical,1,28.951604,79.498766,8.79,13.55,5.78,2140,P3
UKD-001591,Cloudburst,Trapped People,200,57,4,5,5,2,2.6,56.9,Partially Blocked,Minor,1,1,0,1,Critical,1,30.37221,78.112466,5.58,6.86,4.37,682,P1
UKD-003251,Cloudburst,Missing Person,128,62,4,11,12,8,3.68,71.77,Blocked,Moderate,0,1,0,1,Critical,1,30.247022,78.071233,2.85,5.3,3.3,1783,P2
UKD-000974,Flood,Waterlogging,92,18,1,0,12,8,3.74,80.35,Blocked,Minor,1,0,1,1,Low,0,29.314281,79.560675,5.24,10.95,7.65,398,P1
UKD-001239,Landslide,Infrastructure Damage,61,29,2,2,7,2,0.33,9.51,Blocked,None,1,0,1,0,None,0,30.411328,78.012699,9.42,1.26,5.86,1239,P1
UKD-002343,Cloudburst,Trapped People,93,51,3,1,6,5,3.75,55.21,Open,Moderate,1,0,0,1,Moderate,0,29.321393,79.477155,5.11,3.97,4.69,571,P2
UKD-002474,Landslide,Missing Person,161,59,7,7,12,3,0.5,11.66,Blocked,Severe,0,1,0,1,Critical,1,30.026745,78.585745,10.45,7.07,4.16,1095,P2
UKD-003589,Landslide,Evacuation Request,62,15,0,0,14,5,0.25,6.59,Partially Blocked,Minor,1,0,1,0,None,0,30.773085,78.537872,26.5,2.25,7.66,226,P2
UKD-005121,Flood,Waterlogging,71,10,0,1,11,5,3.97,62.13,Partially Blocked,Minor,0,1,0,1,Low,0,29.37526,79.513133,10.07,3.32,9.71,1082,P3
UKD-002232,Landslide,Trapped People,9,6,1,0,4,0,0.4,7.57,Partially Blocked,Minor,0,1,1,1,Critical,1,30.074969,78.769713,3.37,10.59,4.2,950,P2
UKD-002519,Landslide,Trapped People,41,19,2,1,12,5,0.42,7.57,Open,Minor,1,1,0,1,Low,0,30.351894,77.887724,7.21,5.94,6.96,2522,P2
UKD-001498,Cloudburst,Infrastructure Damage,56,31,2,4,10,15,2.13,65.21,Partially Blocked,Moderate,0,1,0,1,Moderate,0,30.269141,78.108184,15.14,2.86,1.81,1256,P1
UKD-000450,Earthquake,Damaged House,200,62,1,2,18,3,0.2,3.22,Blocked,Moderate,0,1,1,1,Low,0,30.245217,78.168845,5.0,2.81,2.27,5986,P1
UKD-002370,Flood,Flooded Road,27,4,0,3,2,1,2.5,46.54,Partially Blocked,None,1,1,0,0,None,0,30.015826,78.066283,3.53,1.62,3.62,3615,P2
UKD-004123,Flood,Evacuation Request,22,1,0,0,4,5,0.65,17.07,Open,Minor,1,1,1,0,None,0,28.824235,79.628994,2.9,3.73,10.07,885,P3
UKD-002423,Landslide,Infrastructure Damage,45,17,1,2,12,7,0.67,12.24,Blocked,Moderate,1,1,0,1,Low,0,30.34214,79.396439,27.0,2.95,16.55,127,P2
UKD-005387,Cloudburst,Waterlogging,6,1,0,0,1,0,1.06,34.81,Open,None,0,1,1,0,None,0,30.637204,78.293403,6.3,2.05,18.19,409,P3
UKD-005957,Landslide,Infrastructure Damage,36,17,5,3,3,10,0.51,14.12,Blocked,Moderate,0,1,0,1,Moderate,1,30.508732,79.220231,21.1,18.77,27.79,141,P3
UKD-001552,Flood,Infrastructure Damage,39,23,2,5,9,4,2.59,70.17,Blocked,Moderate,0,0,0,1,Critical,1,30.250014,78.021423,1.5,11.47,3.46,1931,P1
UKD-005319,Cloudburst,Flooded Road,62,16,1,2,12,5,2.79,43.9,Blocked,None,0,1,0,1,Moderate,0,28.985182,79.416332,4.17,5.31,2.09,1002,P3
UKD-001147,Landslide,Trapped People,73,63,9,3,13,11,0.74,21.15,Blocked,Severe,0,1,1,1,Low,0,30.737062,78.380989,16.02,6.5,30.0,184,P1
UKD-005599,Earthquake,Infrastructure Damage,4,1,0,0,0,1,0.01,0.31,Open,Moderate,0,1,1,0,None,0,29.959043,78.765064,10.07,2.09,11.07,724,P3
UKD-002093,Flood,Waterlogging,70,12,0,3,3,4,2.97,55.7,Partially Blocked,Minor,1,1,1,1,Moderate,0,29.955926,78.274591,3.88,5.16,6.81,1500,P2
UKD-001314,Landslide,Infrastructure Damage,42,26,1,3,11,7,0.56,10.33,Blocked,Minor,0,0,0,1,Low,0,30.321275,78.683944,11.77,16.43,30.0,564,P1
UKD-002016,Earthquake,Damaged House,65,18,0,0,9,9,0.11,1.86,Partially Blocked,Moderate,1,1,1,0,None,0,28.75,79.47563,4.92,6.93,10.85,942,P2
UKD-004307,Landslide,Injured Person,13,4,2,0,2,1,0.63,12.84,Partially Blocked,Moderate,0,1,1,1,Low,0,30.241028,79.149246,15.63,5.58,22.73,354,P3
UKD-003709,Landslide,Flooded Road,133,15,1,0,17,8,0.97,18.56,Blocked,None,1,1,1,1,Moderate,1,30.361415,78.040202,1.76,4.56,8.97,895,P2
UKD-003009,Flood,Flooded Road,57,14,1,2,5,10,2.62,48.2,Blocked,Moderate,1,0,0,1,Moderate,1,30.377831,77.938426,2.92,2.08,2.16,1038,P2
UKD-001382,Flood,Infrastructure Damage,91,30,3,1,3,1,2.29,62.23,Open,Moderate,0,1,1,1,Moderate,1,29.282164,79.442389,3.59,0.49,5.12,290,P1
UKD-003249,Landslide,Damaged House,27,20,5,1,11,0,0.5,14.87,Blocked,Severe,0,0,1,1,Moderate,1,30.075603,78.287175,3.01,2.33,2.87,572,P2
UKD-000414,Flood,Evacuation Request,8,1,1,0,2,0,1.14,25.92,Partially Blocked,Minor,1,1,1,1,Low,0,29.880992,78.226664,8.59,4.63,3.49,3958,P1
UKD-000942,Landslide,Infrastructure Damage,168,40,3,1,4,1,0.7,14.18,Blocked,Minor,1,1,1,1,Critical,1,30.546444,78.674437,30.0,6.86,17.05,603,P1
UKD-000802,Flood,Damaged House,47,13,3,5,4,7,2.92,63.95,Partially Blocked,Moderate,1,0,1,1,Critical,1,29.353829,80.043661,4.38,6.69,12.75,735,P1
UKD-004914,Landslide,Infrastructure Damage,5,4,0,1,2,0,0.1,1.96,Blocked,None,0,1,1,0,None,0,28.965914,79.532926,6.9,7.48,2.24,438,P3
UKD-005484,Landslide,Trapped People,92,71,4,2,8,8,0.71,18.08,Partially Blocked,Severe,0,1,0,1,Moderate,0,30.921524,78.396761,11.0,6.07,14.6,374,P3
UKD-000257,Landslide,Evacuation Request,133,36,4,5,6,4,0.99,20.22,Partially Blocked,Severe,1,0,0,1,Moderate,1,30.37824,78.594842,19.0,7.18,17.82,399,P1
UKD-005887,Earthquake,Missing Person,1,0,0,1,1,0,0.02,0.45,Partially Blocked,Minor,1,1,1,0,None,0,29.943799,78.081428,2.53,4.36,8.32,877,P3
UKD-002236,Landslide,Injured Person,15,6,3,0,2,3,0.44,8.02,Partially Blocked,Minor,1,1,0,1,Low,0,29.658301,79.698162,1.33,6.12,1.75,624,P2
UKD-000648,Landslide,Trapped People,34,30,8,3,3,7,0.96,18.42,Blocked,Severe,0,0,0,1,Critical,1,30.318322,77.99901,23.24,0.2,5.26,1308,P1
UKD-001768,Earthquake,Missing Person,129,66,5,11,8,8,0.13,3.21,Blocked,Minor,0,0,1,1,Low,0,29.397922,79.52193,11.85,2.83,8.49,535,P1
UKD-004106,Cloudburst,Waterlogging,11,0,0,0,0,1,1.18,26.75,Open,None,1,1,1,0,None,0,30.323597,78.594185,15.61,7.1,19.82,109,P3
UKD-003936,Earthquake,Infrastructure Damage,48,13,3,1,7,10,0.12,1.73,Partially Blocked,Severe,1,0,0,1,Critical,1,29.964112,78.095136,1.12,7.18,6.14,1337,P2
UKD-005413,Flood,Flooded Road,20,1,0,0,5,2,1.43,29.49,Open,None,1,0,1,0,None,0,28.884424,79.450333,0.8,2.79,4.65,537,P3
UKD-003950,Flood,Evacuation Request,15,5,2,0,2,2,2.16,51.02,Blocked,Minor,0,1,1,1,Critical,1,29.466784,79.51925,7.37,3.06,12.3,255,P2
UKD-000025,Flood,Missing Person,25,17,2,4,3,6,4.04,74.98,Partially Blocked,Minor,0,0,1,1,Moderate,0,29.423524,79.487627,2.34,7.12,8.7,305,P1
UKD-001089,Landslide,Injured Person,91,62,8,3,16,5,0.78,20.94,Blocked,Severe,0,1,0,1,Critical,1,29.70086,78.160852,7.6,2.9,5.38,3862,P1
UKD-005112,Flood,Flooded Road,35,1,0,1,7,4,2.43,43.86,Open,Moderate,1,1,1,1,Low,0,30.133415,78.751118,12.51,3.89,5.82,386,P3
UKD-004166,Cloudburst,Infrastructure Damage,51,5,1,1,13,5,1.47,25.65,Open,Minor,1,1,1,1,Low,1,30.477099,79.260151,11.43,7.71,7.34,450,P3
UKD-000113,Landslide,Infrastructure Damage,31,18,0,1,7,2,0.65,8.33,Blocked,Minor,0,0,1,0,None,0,30.321558,79.418173,16.3,2.37,12.3,172,P1
UKD-002312,Flood,Waterlogging,21,2,2,0,1,5,2.41,66.06,Partially Blocked,Severe,1,0,1,1,Moderate,0,30.031525,78.18428,1.0,1.6,1.64,1329,P2
UKD-004648,Earthquake,Damaged House,34,5,2,0,9,2,0.07,1.38,Open,Minor,1,0,1,1,Critical,1,29.6738,80.281688,21.91,9.18,9.44,535,P3
UKD-000057,Landslide,Infrastructure Damage,25,12,3,0,7,2,0.5,8.06,Blocked,Moderate,0,0,1,1,Low,0,29.619836,79.689459,4.24,5.81,4.32,490,P1
UKD-001310,Cloudburst,Evacuation Request,3,3,1,0,1,0,3.01,46.61,Blocked,Severe,0,1,1,1,Moderate,1,30.36199,78.023473,2.3,3.19,7.53,4755,P1
UKD-000696,Landslide,Damaged House,16,2,2,0,3,2,0.31,7.1,Open,Severe,1,1,0,1,Moderate,1,30.505696,79.300004,8.06,10.48,19.98,197,P1
UKD-004367,Flood,Waterlogging,12,0,0,0,4,3,1.63,35.27,Open,None,1,1,1,0,None,0,30.222512,78.869676,8.63,4.09,8.78,163,P3
UKD-001228,Landslide,Damaged House,78,40,4,2,12,5,0.81,14.73,Partially Blocked,Severe,0,0,0,1,Low,0,30.203049,78.867157,8.67,4.42,6.89,1279,P1
UKD-002000,Cloudburst,Injured Person,87,64,10,2,8,4,3.79,65.92,Blocked,Moderate,0,0,0,1,Moderate,0,29.355899,80.149705,15.09,2.28,19.09,323,P1
UKD-000277,Earthquake,Injured Person,10,4,3,1,2,1,0.13,3.62,Partially Blocked,Severe,0,0,0,1,Moderate,0,30.420046,78.557355,9.62,3.81,11.84,344,P1
UKD-004061,Landslide,Injured Person,26,7,6,1,4,6,0.43,8.12,Partially Blocked,Moderate,1,0,1,1,Low,0,30.17203,78.175679,3.45,4.98,2.36,1470,P3
UKD-003008,Earthquake,Infrastructure Damage,16,6,0,0,4,1,0.02,0.67,Blocked,None,1,1,1,0,None,0,29.904232,78.195793,2.02,5.64,2.37,1387,P2
UKD-001834,Flood,Flooded Road,17,3,3,0,0,3,2.95,68.65,Partially Blocked,Severe,0,0,1,1,Low,0,28.988075,79.615956,2.29,1.23,5.51,10000,P1
UKD-000683,Flood,Injured Person,31,23,11,1,5,2,2.99,97.5,Blocked,Severe,0,0,1,1,Critical,1,29.960414,78.038988,7.99,4.89,6.72,10000,P1
UKD-003140,Cloudburst,Injured Person,12,8,6,0,2,2,1.02,25.94,Blocked,None,0,1,1,1,Moderate,1,30.733817,78.265073,9.67,10.56,30.0,79,P2
UKD-004335,Landslide,Infrastructure Damage,57,12,2,1,15,5,0.47,10.23,Partially Blocked,Moderate,1,1,1,1,Low,0,29.619616,80.087686,4.52,13.83,8.85,155,P3
UKD-001138,Flood,Flooded Road,69,18,4,1,18,8,4.45,100.0,Blocked,Moderate,1,0,1,1,Critical,1,28.984103,79.578588,8.11,2.08,3.07,4487,P1
UKD-003753,Cloudburst,Damaged House,53,21,1,1,19,2,2.35,37.06,Blocked,Moderate,1,0,1,0,None,0,30.535064,79.42559,14.57,3.57,15.25,147,P2
UKD-003783,Cloudburst,Infrastructure Damage,1,0,0,0,1,0,1.18,16.28,Blocked,Minor,0,0,1,0,None,0,30.216306,78.057834,1.88,2.86,1.26,2374,P2
UKD-003012,Earthquake,Damaged House,13,10,1,0,2,4,0.09,1.66,Partially Blocked,Severe,0,0,1,1,Low,0,29.457341,79.361813,8.28,7.26,11.28,375,P2
UKD-004089,Flood,Damaged House,33,15,0,4,4,11,1.28,30.22,Blocked,Minor,1,0,1,1,Low,0,29.994086,78.127244,3.05,1.88,23.78,5605,P3
UKD-004834,Cloudburst,Flooded Road,4,0,1,0,1,0,0.87,19.78,Open,None,1,1,1,1,Moderate,1,30.180632,79.534404,9.94,17.2,18.05,458,P3
UKD-001347,Landslide,Injured Person,43,27,13,1,11,6,0.7,14.08,Blocked,Severe,0,1,0,1,Low,1,30.052841,78.195358,6.3,13.72,4.79,2198,P1
UKD-002551,Landslide,Infrastructure Damage,52,14,2,1,8,3,0.4,9.62,Partially Blocked,Minor,1,0,1,1,Moderate,0,29.433653,79.389846,2.36,0.99,6.33,231,P2
UKD-004923,Landslide,Trapped People,13,4,0,0,2,2,0.4,8.96,Blocked,Moderate,1,1,1,0,None,0,30.311921,77.969364,7.05,5.11,12.8,1863,P3
UKD-002802,Cloudburst,Flooded Road,42,9,2,4,11,8,2.49,68.81,Blocked,Moderate,0,0,0,1,Low,0,29.468045,80.152706,8.11,13.12,4.68,201,P2
UKD-002385,Flood,Flooded Road,190,18,7,0,10,7,3.4,100.0,Blocked,Severe,1,1,1,1,Critical,1,28.940025,79.442882,6.49,2.79,4.29,3368,P2
UKD-004767,Cloudburst,Flooded Road,43,4,0,3,9,3,2.17,29.21,Blocked,Minor,1,1,0,0,None,0,30.340419,78.003051,6.13,3.22,12.02,2679,P3
UKD-004177,Flood,Missing Person,3,1,0,1,0,0,0.69,20.72,Partially Blocked,None,1,1,0,0,None,0,30.80887,78.527983,11.46,13.45,13.17,525,P3
UKD-003254,Landslide,Damaged House,21,2,3,0,8,4,0.39,5.24,Open,Severe,1,0,1,0,None,0,30.225447,77.981134,3.72,3.95,2.92,3523,P2
UKD-002610,Landslide,Infrastructure Damage,9,4,1,0,2,0,0.69,13.08,Partially Blocked,Severe,1,0,0,0,None,0,30.434787,77.9719,4.79,4.2,1.52,3730,P2
UKD-003255,Cloudburst,Damaged House,31,14,0,4,9,3,2.53,38.54,Partially Blocked,Minor,0,1,1,0,None,0,30.209057,78.945224,13.99,17.06,3.44,275,P2
UKD-002570,Cloudburst,Trapped People,70,53,2,1,6,5,2.08,53.4,Blocked,Moderate,0,1,1,0,None,0,30.26409,78.832156,19.27,4.81,3.96,2208,P2
UKD-002754,Flood,Evacuation Request,14,0,0,0,1,2,0.56,12.83,Open,None,1,1,1,1,Low,1,30.320851,77.977749,0.5,6.89,2.96,3228,P2
UKD-004989,Landslide,Injured Person,5,0,2,0,1,0,0.18,3.65,Partially Blocked,Minor,1,1,0,1,Moderate,1,29.964903,78.130921,1.58,2.41,10.38,2156,P3
UKD-004927,Cloudburst,Waterlogging,33,3,0,1,13,5,1.76,43.65,Partially Blocked,None,1,0,1,0,None,0,30.336695,78.598259,6.2,7.5,20.77,84,P3
UKD-000082,Flood,Evacuation Request,33,18,5,1,11,4,2.98,67.6,Blocked,Moderate,1,0,1,1,Critical,1,29.940571,79.792254,25.91,7.43,16.18,331,P1
UKD-001973,Cloudburst,Missing Person,200,56,3,9,10,6,3.13,67.2,Blocked,Severe,0,1,1,1,Moderate,1,30.463927,78.670601,14.68,20.0,12.85,128,P1
UKD-001715,Landslide,Trapped People,55,40,2,4,11,4,0.74,12.18,Partially Blocked,Moderate,0,0,1,1,Critical,1,30.334088,77.848872,1.35,1.43,3.12,682,P1
UKD-003143,Cloudburst,Trapped People,19,11,0,2,2,0,1.73,36.82,Open,Minor,1,1,1,0,None,0,30.394165,79.332856,5.8,9.73,12.36,454,P2
UKD-003623,Cloudburst,Trapped People,107,52,1,5,14,4,2.55,52.57,Partially Blocked,Moderate,1,1,1,1,Moderate,1,29.413927,79.38451,14.58,4.12,8.27,1311,P2
UKD-001947,Cloudburst,Injured Person,30,19,4,0,3,2,1.27,34.13,Blocked,Moderate,0,1,1,1,Moderate,0,29.631558,80.110192,20.92,6.48,16.22,256,P1
UKD-003318,Earthquake,Infrastructure Damage,52,33,5,1,7,9,0.13,2.62,Blocked,Severe,0,0,1,1,Critical,1,30.267218,78.08273,8.57,2.07,2.52,465,P2
UKD-004085,Landslide,Flooded Road,18,1,1,1,1,5,0.63,16.22,Open,Minor,0,0,1,1,Low,0,30.342605,78.011314,4.72,7.07,2.81,2486,P3
UKD-004710,Flood,Infrastructure Damage,18,8,0,2,6,0,1.51,31.04,Blocked,Minor,0,1,0,0,None,0,30.802232,78.417371,14.64,17.64,20.32,193,P3
UKD-001611,Cloudburst,Injured Person,36,20,9,6,7,2,2.3,57.85,Partially Blocked,Moderate,0,0,0,1,Moderate,1,30.338281,78.089702,9.28,4.25,3.27,1744,P1
UKD-004641,Earthquake,Waterlogging,6,0,0,1,2,1,0.65,14.71,Open,Moderate,0,1,0,0,None,0,29.860175,78.051844,1.25,5.29,7.19,667,P3
UKD-002891,Cloudburst,Evacuation Request,65,13,1,0,11,6,1.37,17.01,Partially Blocked,None,1,0,1,1,Low,0,30.619363,78.350402,16.58,11.42,5.79,569,P2
UKD-003246,Earthquake,Missing Person,54,33,3,10,13,4,0.13,2.76,Blocked,Moderate,0,0,0,1,Critical,1,29.314504,79.492328,10.02,11.18,5.8,333,P2
UKD-005864,Flood,Missing Person,15,3,0,4,2,1,1.42,29.12,Partially Blocked,None,1,1,1,0,None,0,28.974625,79.561602,0.5,1.35,3.81,799,P3
UKD-004626,Flood,Damaged House,98,9,2,0,6,6,2.77,44.53,Open,Moderate,1,1,1,1,Moderate,0,29.740464,79.914419,12.3,7.96,5.62,558,P3
UKD-000666,Earthquake,Missing Person,105,71,1,10,8,6,0.12,3.52,Blocked,Moderate,0,0,0,1,Moderate,1,30.376246,78.960765,15.33,18.73,11.9,231,P1
UKD-002195,Flood,Waterlogging,23,1,1,0,5,5,2.0,46.6,Open,Minor,1,1,1,1,Moderate,1,30.198883,78.065734,3.79,1.65,6.09,2609,P2
UKD-005723,Earthquake,Injured Person,6,0,1,0,1,0,0.08,1.19,Partially Blocked,Moderate,1,1,1,0,None,0,30.435844,77.962516,3.94,4.51,4.36,1381,P3
UKD-005101,Cloudburst,Trapped People,3,2,0,0,0,0,0.73,14.51,Open,Minor,0,1,1,0,None,0,30.052708,78.75217,3.77,10.91,30.0,1160,P3
UKD-001018,Flood,Flooded Road,200,31,2,2,12,9,4.61,82.56,Blocked,Moderate,0,0,1,1,Moderate,0,29.88672,78.104518,9.64,1.41,2.05,1561,P1
UKD-000558,Landslide,Injured Person,136,67,13,1,8,5,0.88,20.63,Blocked,Severe,0,0,0,1,Critical,1,29.811667,79.736728,13.29,20.0,30.0,185,P1
UKD-004399,Cloudburst,Flooded Road,32,1,1,0,4,3,1.67,27.91,Open,None,1,1,1,1,Low,1,29.364957,79.291145,6.54,7.13,9.65,741,P3
UKD-005767,Flood,Waterlogging,2,1,0,0,0,0,0.79,29.51,Partially Blocked,Minor,1,1,1,0,None,0,28.987059,79.585559,4.46,7.25,7.12,1693,P3
UKD-001208,Flood,Trapped People,29,10,1,1,6,6,1.39,41.63,Open,Minor,1,1,1,0,None,0,29.004986,79.513418,0.92,2.22,0.82,1431,P1
UKD-003803,Flood,Waterlogging,75,21,1,6,11,6,3.17,63.71,Partially Blocked,Minor,0,0,0,1,Moderate,0,29.877007,78.053072,3.93,1.16,1.7,797,P2
UKD-003025,Landslide,Infrastructure Damage,21,10,0,1,1,2,0.61,10.88,Blocked,Minor,1,1,1,1,Critical,1,29.405151,79.357335,3.96,8.43,4.17,404,P2
UKD-001511,Landslide,Infrastructure Damage,64,35,2,0,6,5,0.53,12.0,Blocked,None,0,1,1,1,Moderate,0,30.757628,78.459602,21.03,9.98,10.69,479,P1
UKD-005115,Cloudburst,Injured Person,27,11,8,0,4,2,1.26,35.84,Open,Minor,0,0,1,0,None,0,28.959067,79.510066,4.89,3.24,5.73,1136,P3
UKD-005550,Cloudburst,Trapped People,53,21,2,3,7,5,1.79,26.79,Open,None,1,1,0,1,Low,0,29.503439,79.480228,16.16,1.44,12.49,1142,P3
UKD-004202,Landslide,Infrastructure Damage,28,19,0,1,13,0,0.42,9.84,Blocked,Minor,0,1,0,1,Low,0,29.802608,78.189928,3.31,6.51,2.72,609,P3
UKD-004568,Flood,Waterlogging,11,1,0,0,7,0,1.38,40.74,Open,None,1,1,1,1,Low,0,30.218207,78.666425,13.82,8.54,10.37,248,P3
UKD-000267,Cloudburst,Infrastructure Damage,14,8,0,3,3,2,2.42,46.67,Blocked,None,0,1,1,0,None,0,30.21374,78.407057,18.42,9.8,4.2,912,P1
UKD-002689,Earthquake,Trapped People,22,7,2,0,6,2,0.11,2.15,Open,Moderate,1,1,0,1,Low,0,30.236882,77.951861,6.31,1.79,4.5,1121,P2
UKD-005463,Flood,Waterlogging,14,0,0,0,5,3,1.58,24.24,Partially Blocked,None,1,1,1,0,None,0,30.787235,78.630287,12.38,13.76,14.34,254,P3
UKD-002112,Flood,Injured Person,3,0,1,0,0,1,0.71,11.4,Partially Blocked,Minor,1,1,1,1,Moderate,1,28.92715,79.575649,16.91,4.19,4.46,2175,P2
UKD-002944,Landslide,Evacuation Request,22,5,2,0,6,4,0.45,9.86,Partially Blocked,Moderate,1,1,1,0,None,0,30.272789,78.776751,23.64,9.73,5.9,315,P2
UKD-001910,Landslide,Injured Person,31,6,7,3,6,0,0.79,14.87,Partially Blocked,Moderate,1,1,1,1,Moderate,1,30.428802,78.622762,9.69,9.65,22.54,247,P1
UKD-003106,Cloudburst,Flooded Road,73,13,2,3,9,5,2.25,47.44,Partially Blocked,Minor,0,1,0,1,Critical,1,29.965425,78.261953,1.0,0.6,2.88,321,P2
UKD-003904,Earthquake,Evacuation Request,94,10,1,2,17,5,0.08,1.59,Open,Severe,1,0,1,1,Low,1,29.420778,79.351719,7.12,5.89,11.98,720,P2
UKD-003952,Flood,Missing Person,116,55,3,8,11,4,2.72,80.56,Blocked,Minor,0,1,0,1,Critical,1,29.440186,79.461763,13.57,2.97,8.84,1365,P2
UKD-004237,Flood,Flooded Road,6,0,0,0,3,0,1.58,33.93,Open,None,1,1,1,0,None,0,29.025634,79.546757,4.0,2.6,11.58,2045,P3
UKD-003571,Earthquake,Infrastructure Damage,45,2,3,1,5,2,0.06,1.32,Open,Severe,1,1,1,1,Critical,1,30.396628,77.972061,4.99,1.24,2.82,1221,P2
UKD-004824,Earthquake,Missing Person,44,1,0,7,10,9,0.04,0.96,Open,None,1,1,1,0,None,0,29.721106,79.651802,7.65,8.19,6.35,934,P3
UKD-003218,Cloudburst,Evacuation Request,11,0,0,0,3,0,0.93,27.57,Open,None,1,1,1,0,None,0,30.245768,78.678535,11.94,2.98,6.78,214,P2
UKD-001785,Earthquake,Evacuation Request,75,48,1,2,8,2,0.14,2.66,Blocked,Severe,0,0,1,1,Moderate,1,30.077209,78.251136,3.12,5.03,2.78,2246,P1
UKD-001238,Flood,Infrastructure Damage,163,66,2,4,6,10,3.29,100.0,Blocked,Moderate,0,0,1,1,Critical,1,28.887981,79.48168,2.45,2.61,8.78,1823,P1
UKD-004992,Earthquake,Damaged House,47,22,4,0,9,9,0.07,1.93,Partially Blocked,Severe,0,1,1,1,Critical,1,29.6292,80.205625,12.14,9.75,13.57,198,P3
UKD-004701,Cloudburst,Trapped People,5,3,0,0,1,1,0.5,9.41,Open,None,1,1,1,0,None,0,30.332122,78.084301,5.63,1.58,6.34,1539,P3
UKD-004201,Landslide,Evacuation Request,16,3,0,0,4,2,0.22,3.83,Partially Blocked,None,1,1,1,0,None,0,30.220396,78.022885,1.75,4.42,7.42,2877,P3
UKD-004866,Landslide,Evacuation Request,22,4,0,0,3,1,0.27,5.07,Partially Blocked,Minor,1,1,1,0,None,0,30.440687,77.979527,5.76,3.42,1.31,5344,P3
UKD-005921,Landslide,Trapped People,19,10,0,1,2,2,0.33,9.21,Partially Blocked,Moderate,1,1,1,1,Low,0,29.389432,79.398845,4.01,6.77,4.22,1098,P3
UKD-002187,Flood,Evacuation Request,104,47,8,1,6,7,3.48,59.36,Blocked,Severe,1,0,1,1,Critical,1,29.505076,79.816198,3.96,5.85,4.47,1874,P2
UKD-003448,Flood,Trapped People,34,16,3,2,3,6,2.61,35.38,Open,Minor,0,1,1,1,Critical,1,29.56298,79.553898,5.71,12.27,9.45,1055,P2
UKD-000909,Cloudburst,Waterlogging,44,10,0,3,5,7,2.23,40.85,Blocked,Moderate,0,0,1,0,None,0,30.805994,78.610248,14.38,4.13,22.26,143,P1
UKD-004319,Landslide,Infrastructure Damage,34,22,2,1,8,5,0.33,5.89,Blocked,Moderate,0,0,1,1,Low,0,29.344379,80.063991,24.74,7.87,8.33,1004,P3
UKD-001304,Cloudburst,Injured Person,42,29,8,2,7,3,3.51,70.92,Blocked,Moderate,0,1,0,1,Critical,1,29.52094,79.746585,11.18,8.13,6.44,768,P1
UKD-005602,Cloudburst,Damaged House,6,1,0,0,2,0,0.77,14.65,Open,Minor,1,1,0,0,None,0,30.163781,79.213259,4.46,2.73,13.93,235,P3
UKD-001628,Flood,Evacuation Request,200,70,5,0,4,11,4.35,64.82,Blocked,Severe,0,0,1,1,Critical,1,30.263361,78.136461,6.66,8.58,4.64,1581,P1
UKD-001523,Landslide,Trapped People,101,29,1,2,11,5,0.48,8.15,Open,Moderate,1,1,1,1,Critical,1,30.115745,78.741317,14.8,2.97,3.89,1104,P1
UKD-000836,Earthquake,Trapped People,107,58,7,2,16,4,0.11,2.32,Partially Blocked,Severe,0,0,0,1,Moderate,1,29.954361,78.167655,0.68,4.15,5.12,2426,P1
UKD-000359,Earthquake,Trapped People,80,70,5,2,3,8,0.15,3.64,Blocked,Severe,0,0,1,1,Low,0,29.383422,79.330161,10.16,9.86,6.36,497,P1
UKD-000139,Flood,Flooded Road,150,20,7,3,7,1,3.43,75.86,Partially Blocked,Severe,0,0,1,1,Critical,1,30.22887,78.013715,2.7,7.1,5.95,983,P1
